ID,Salary,Designation,JobCity,Gender,DOB,10percentage,12graduation,12percentage,CollegeTier,Degree,collegeGPA,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Age,JobAge,JobDuration,Job_Role,Specialty,JobCity_cleaned,JobState,10board_cleaned,12board_cleaned
230669,300000.0,systems engineer,Pune,f,1990-01-03,94.1,2007,95.0,2,Bachelor,80.2,Uttar Pradesh,2011,635,545,705,0.8646854134,525.0,,,,,,,0.51,1.4368,-0.344,-0.2902,0.3444,25,21.0,761.0,System Engineer,Computer Engineering,Pune,Maharashtra,State Board,State Board
228148,105000.0,service coordinator,Bangalore,f,1989-09-16,58.0,2007,59.0,2,Bachelor,60.5,Uttar Pradesh,2011,425,435,365,0.05879280001,,200.0,,,,,,0.51,0.3448,-0.6343,0.6498,0.8183,26,25.0,304.0,Other,Computer Engineering,Bangalore,Karnataka,State Board,State Board
654318,275000.0,java software engineer,Hyderabad,m,1991-01-21,87.0,2009,93.9,2,Bachelor,74.13,Telangana,2013,650,440,560,0.8246664007,455.0,400.0,,,,,,0.2718,0.2124,-0.7585,-0.7415,-2.0105,24,22.0,913.0,Software Engineer,Computer Engineering,Hyderabad,Telangana,State Board,State Board
1048691,145000.0,technical support engineer,Noida,m,1993-01-28,73.0,2010,62.0,2,Bachelor,75.0,Uttar Pradesh,2014,405,545,535,0.9538997751,495.0,,530.0,,,,,0.7027,-1.2861,-0.9122,-0.7415,-0.8608,22,21.0,182.0,Administrator,Computer Engineering,Noida,,ICSE,CBSE
1035826,75000.0,android developer,-1,m,1990-04-07,74.16,2008,66.0,2,Bachelor,74.64,Uttar Pradesh,2014,500,570,465,0.744758354,335.0,,438.0,,,,,1.2772,0.2124,0.3174,-1.3753,0.6721,25,24.0,,Developer,Computer Engineering,-1,,State Board,State Board
960922,150000.0,production engineer,Chennai,m,1991-06-10,81.4,2010,91.25,2,Bachelor,75.0,Tamil Nadu,2014,395,390,280,0.336185066,,292.0,,,366.0,,,-1.0208,-0.7866,-0.9122,0.0192,-2.7769,24,24.0,274.0,Hardware Engineer,Computer Engineering,Chennai,Tamil Nadu,State Board,State Board
338352,345000.0,systems engineer,Bangalore,m,1992-01-12,78.0,2009,65.8,2,Bachelor,73.5,Madhya Pradesh,2013,575,575,585,0.744758354,645.0,,438.0,,,,,-1.9243,0.0328,-0.4891,1.67803,-0.6035,23,22.0,698.0,System Engineer,Computer Engineering,Bangalore,Karnataka,CBSE,CBSE
325423,355000.0,software engg,PUNE,m,1989-11-16,78.93,2008,65.0,2,Bachelor,67.63,Maharashtra,2012,535,535,455,0.6000571823,435.0,,,,,,,-0.2628,1.5538,0.5994,-0.29027,0.3444,26,24.0,1035.0,Other,Computer Engineering,Pune,Maharashtra,State Board,State Board
796708,325000.0,system engineer,hyderabad,m,1991-08-19,78.0,2009,70.0,1,Bachelor,62.0,Bihar,2014,555,645,635,0.336185066,325.0,,,,366.0,,,1.1336,1.5444,1.8543,-1.7556,0.0973,24,23.0,456.0,System Engineer,Computer Engineering,Hyderabad,Telangana,CBSE,CBSE
440338,550000.0,software engineer,-1,m,1990-12-27,78.4,2008,83.0,1,Bachelor,77.0,Delhi,2012,375,595,585,0.994050872,675.0,,,,,,,-0.5332,-0.2793,-0.7794,1.4136,-0.6035,25,22.0,1308.0,Software Engineer,Computer Engineering,-1,,CBSE,CBSE
636907,380000.0,system engineer,Gurgaon,m,1991-02-15,81.4,2009,82.8,2,Bachelor,73.5,Uttar Pradesh,2013,465,580,680,0.9900087567,655.0,,,,,,,-0.8772,-1.1196,0.3174,1.0333,-0.0943,24,23.0,670.0,System Engineer,Computer Engineering,Gurgaon,,CBSE,CBSE
874568,150000.0,software developer,Bangalore,m,1990-04-02,70.56,2009,57.58,2,Bachelor,58.0,Karnataka,2013,405,385,265,0.08005528134,375.0,,253.0,,,,,0.8463,-1.1196,-2.4491,0.653,-0.6692,25,24.0,274.0,Developer,Computer Engineering,Bangalore,Karnataka,State Board,State Board
530381,370000.0,project engineer,Bangalore,m,1991-08-22,81.2,2009,85.1,2,Bachelor,85.1,Uttarakhand,2013,590,610,590,0.8246664007,,400.0,,,,446.0,,-0.5719,0.0328,-0.8157,0.4148,-0.6035,24,22.0,913.0,Hardware Engineer,Computer Engineering,Bangalore,Karnataka,ICSE,ICSE
78940,420000.0,software engineer,Noida,m,1985-07-01,65.2,2003,60.4,2,Bachelor,65.0,Uttar Pradesh,2010,455,485,645,0.7656735812,485.0,,,,,,,0.2009,0.0328,1.2525,-0.8778,0.0284,30,25.0,1219.0,Software Engineer,Computer Engineering,Noida,,CBSE,CBSE
959435,180000.0,asp.net developer,Gurgaon,f,1992-07-17,82.2,2010,76.0,2,Bachelor,76.62,Punjab,2014,450,450,365,0.3565364877,395.0,,346.0,,,,,1.8517,1.3779,0.01,-0.995,1.0554,23,22.0,517.0,Developer,Computer Engineering,Gurgaon,,CBSE,CBSE
496538,265000.0,programmer,new delhi,f,1990-08-16,71.0,2007,70.0,2,Bachelor,74.0,Haryana,2011,495,635,375,,,,,,,,,-1.6924,1.1248,-1.2148,1.0611,-0.1295,25,21.0,1582.0,Developer,Computer Engineering,Delhi,Delhi,CBSE,CBSE
1271433,360000.0,it developer,Bangalore,m,1993-07-15,85.16,2010,85.9,2,Bachelor,81.0,Telangana,2014,465,510,570,,525.0,,,,,,,0.7027,0.0459,0.4711,-0.995,1.247,22,21.0,151.0,Developer,Computer Engineering,Bangalore,Karnataka,State Board,State Board
345597,105000.0,customer service representative,Bangalore,m,1990-08-17,77.7,2008,64.1,2,Bachelor,76.2,Tamil Nadu,2012,475,385,405,0.3775514194,375.0,,,,,,,-2.5811,-1.0593,-0.0537,1.11983,-0.2875,25,22.0,639.0,Administrator,Computer Engineering,Bangalore,Karnataka,CBSE,CBSE
202935,440000.0,product development engineer,Tirupati,m,1988-11-08,90.0,2008,79.1,2,Bachelor,75.45,Andhra Pradesh,2011,425,325,505,0.6541074745,375.0,266.0,,420.0,,,380.0,1.9011,0.8128,0.2366,-1.8179,-1.5513,27,23.0,1461.0,Hardware Engineer,Computer Engineering,Tirupati,,SSC,State Board
472861,265000.0,data analyst,Gurgaon,m,1992-10-12,82.0,2010,78.0,2,Bachelor,64.0,Haryana,2014,395,495,575,0.9913975837,,516.0,438.0,,,,,-0.5719,-0.4353,-0.7794,-1.7004,-0.5245,23,22.0,698.0,Analyst,Computer Engineering,Gurgaon,,CBSE,CBSE
51935,310000.0,software developer,Pune,f,1988-03-30,82.26,2005,81.33,2,Bachelor,78.9,Maharashtra,2010,515,575,525,0.8246664007,,400.0,,,,,,1.1283,1.1248,1.2525,1.5899,1.1343,27,22.0,731.0,Developer,Computer Engineering,Pune,Maharashtra,State Board,State Board
1149831,220000.0,software engineer,Chennai,m,1993-04-11,92.8,2010,91.83,2,Bachelor,70.9,Tamil Nadu,2014,595,480,645,0.9421165515,575.0,,,,,,,-0.3027,0.7119,0.01,-0.3612,0.0973,22,21.0,578.0,Software Engineer,Computer Science,Chennai,Tamil Nadu,State Board,State Board
614047,115000.0,engineering manager,Gurgaon,m,1993-06-02,79.0,2010,79.4,2,Bachelor,68.58,Punjab,2014,510,560,720,0.4590158405,355.0,,,376.0,,,,0.2718,-0.2871,-0.6048,1.1601,-1.6273,22,22.0,333.0,Manager,Computer Engineering,Gurgaon,,CBSE,CBSE
1084888,350000.0,software engineer,New Delhi,m,1992-06-17,87.4,2010,90.2,1,Bachelor,76.1,Delhi,2014,535,485,560,0.744758354,535.0,,438.0,,,,,-0.3027,-0.4536,-0.4511,-0.2344,0.4805,23,22.0,304.0,Software Engineer,Computer Science,Delhi,Delhi,CBSE,CBSE
57211,480000.0,marketing analyst,Gonda,m,1989-11-22,62.0,2005,62.0,2,Bachelor,74.0,Uttar Pradesh,2010,525,615,605,0.6359787565,445.0,,,,,,,0.0464,-0.4353,0.0914,0.1798,-0.4455,26,23.0,1308.0,Analyst,Computer Engineering,Gonda,,State Board,State Board
308775,360000.0,site manager,-1,m,1990-05-10,75.0,2008,62.8,2,Bachelor,64.7,Uttar Pradesh,2012,555,625,535,0.124502074,,233.0,,,,,,-0.2628,-1.2153,-1.5051,-0.8778,-0.6035,25,22.0,973.0,Manager,Computer Engineering,-1,,CBSE,CBSE
552859,300000.0,programmer analyst,New Delhi,m,1991-10-01,73.8,2009,68.8,2,Bachelor,75.14,Delhi,2013,545,350,210,0.6944793277,435.0,366.0,346.0,,,,,0.7027,-0.4536,0.7785,0.0192,-1.8189,24,23.0,578.0,Analyst,Computer Engineering,Delhi,Delhi,CBSE,CBSE
1198958,400000.0,application engineer,hyderabad,m,1993-03-13,88.6,2010,94.7,2,Bachelor,75.4,Andhra Pradesh,2014,465,570,520,0.9113952784,635.0,,500.0,,,,,1.5644,1.2114,-0.7585,-2.136,-1.4356,22,21.0,456.0,Hardware Engineer,Computer Engineering,Hyderabad,Telangana,State Board,State Board
640459,600000.0,technical engineer,jamnagar,m,1991-08-20,87.4,2009,83.4,2,Bachelor,73.8,Madhya Pradesh,2013,625,585,695,0.4143374264,,,,366.0,,,,-0.3027,0.5454,0.4711,0.5262,0.8637,24,22.0,212.0,Hardware Engineer,Computer Engineering,Srinagar,Jammu and Kashmir,CBSE,CBSE
662142,120000.0,apprentice,KOLKATA,m,1991-10-19,71.13,2009,66.0,2,Bachelor,77.7,West Bengal,2013,345,495,575,0.9854613943,,500.0,,,,,,0.8463,0.0459,1.0859,0.2727,1.6302,24,23.0,365.0,Other,Computer Engineering,Kolkata,West Bengal,State Board,State Board
632746,180000.0,technical support executive,Noida,m,1990-03-15,65.66,2008,71.66,2,Bachelor,65.0,Uttar Pradesh,2013,570,510,470,0.6944793277,,366.0,,,,393.0,,1.1336,1.7109,0.3174,-2.2627,1.4386,25,23.0,184.0,Administrator,Computer Engineering,Noida,,ICSE,ICSE
580624,375000.0,software engineer,New Delhi,f,1990-12-25,85.6,2008,76.4,1,Bachelor,80.26,Delhi,2013,660,645,695,0.9014895714,545.0,,,,,,,1.1336,0.8784,0.7785,-0.2344,0.4805,25,23.0,365.0,Software Engineer,Computer Science,Delhi,Delhi,CBSE,CBSE
618785,335000.0,programmer analyst,Bangalore,m,1991-07-01,80.0,2008,77.0,2,Bachelor,75.0,Uttarakhand,2013,545,555,765,0.8246664007,,400.0,,,,206.0,,-2.8879,-4.2831,-3.2176,-1.1218,-5.4595,24,23.0,365.0,Analyst,Computer Engineering,Bangalore,Karnataka,CBSE,CBSE
846398,300000.0,associate software engineer,Mumbai,f,1993-01-23,77.8,2010,79.2,2,Bachelor,73.3,Punjab,2014,405,525,415,0.6493897148,355.0,356.0,,,,,,0.2718,0.0459,-0.6048,-0.1076,0.0973,22,22.0,364.0,Software Engineer,Computer Engineering,Mumbai,Maharashtra,CBSE,CBSE
1297763,105000.0,ui developer,Bangalore,m,1989-10-15,57.0,2008,63.0,2,Bachelor,61.02,Punjab,2012,350,290,495,0.4867470084,415.0,,376.0,,,,,0.8463,-0.4536,-0.7585,-0.2344,1.0554,26,24.0,121.0,Developer,Computer Engineering,Bangalore,Karnataka,State Board,State Board
435229,320000.0,mechanical engineer,Raipur,m,1990-07-07,82.0,2007,53.0,2,Bachelor,71.0,Orissa,2012,275,395,555,0.4906369559,,,,383.0,,,,0.0464,-1.7223,-0.4891,-0.5253,-2.6572,25,22.0,1308.0,Hardware Engineer,Computer Engineering,Raipur,Chhattisgarh,State Board,State Board
116205,505000.0,java software engineer,Hyderabad,m,1989-02-02,85.0,2006,93.8,2,Bachelor,68.5,Andhra Pradesh,2010,615,385,645,0.1656330915,305.0,,,,,,,-1.3025,-0.1374,0.672,0.1477,-0.2875,26,22.0,1552.0,Software Engineer,Computer Science,Hyderabad,Telangana,State Board,State Board
307216,400000.0,project assistant,New Delhi,m,1988-01-03,71.71,2004,74.0,1,Bachelor,63.6,Kerala,2011,445,485,665,0.7656735812,485.0,,,,,,,-1.6538,1.2808,-0.7794,-1.4653,-1.0774,27,24.0,1278.0,Other,Computer Science,Delhi,Delhi,State Board,State Board
1077044,505000.0,software engineer,Bhubaneswar,m,1993-07-07,86.37,2010,80.5,2,Bachelor,79.98,Orissa,2014,570,410,500,,495.0,,,,,,,0.5591,0.5454,-0.1437,-2.3895,1.0554,22,21.0,243.0,Software Engineer,Computer Engineering,Bhubaneswar,,State Board,State Board
543804,930000.0,software engineer,New Delhi,f,1991-03-17,88.57,2009,91.0,2,Bachelor,76.32,Uttar Pradesh,2013,650,695,705,0.9014895714,545.0,,,,,,,-0.4173,-0.0842,-0.598,-0.7603,-0.6035,24,22.0,699.0,Software Engineer,Computer Engineering,Delhi,Delhi,ICSE,ISC
683102,325000.0,systems engineer,Mysore,f,1991-03-14,92.8,2009,74.6,2,Bachelor,76.0,Orissa,2013,805,595,585,0.1447898895,404.0,,284.0,,,,,1.1336,0.8784,0.1637,-1.2486,0.0973,24,23.0,698.0,System Engineer,Computer Engineering,Mysore,,CBSE,CBSE
350207,505000.0,system engineer,Pune,m,1990-12-27,88.6,2008,88.93,2,Bachelor,69.12,Haryana,2012,655,565,524,0.8194165298,505.0,,,,,,,-2.1561,-0.2793,-1.0697,0.973,-0.7615,25,22.0,942.0,System Engineer,Computer Engineering,Pune,Maharashtra,State Board,State Board
553852,330000.0,associate software engineer,-1,m,1992-12-05,79.2,2009,76.6,1,Bachelor,70.0,Delhi,2013,545,560,665,0.8841225116,535.0,,,,,,,0.99,1.0449,0.1637,-0.8682,0.2889,23,21.0,455.0,Software Engineer,Computer Engineering,-1,,CBSE,CBSE
295835,505000.0,senior .net developer,Pune,m,1989-11-22,86.0,2007,83.8,2,Bachelor,71.4,Madhya Pradesh,2011,445,675,655,0.9922591893,665.0,,,,,,,0.51,0.6568,-1.6502,-0.2902,-0.7615,26,22.0,1339.0,Developer,Computer Science,Pune,Maharashtra,State Board,CBSE
65278,180000.0,process engineer,Bangalore,m,1988-02-08,59.05,2006,46.33,2,Bachelor,65.0,Karnataka,2010,324,385,375,0.2067106183,215.0,,,313.0,,,,-2.4266,-1.3713,-1.7954,0.8848,-1.0774,27,23.0,945.0,Hardware Engineer,Computer Engineering,Bangalore,Karnataka,State Board,State Board
120132,530000.0,software quality assurance analyst,Chennai,m,1989-03-22,86.0,2006,95.0,2,Bachelor,72.0,Andhra Pradesh,2010,355,405,585,0.2294817549,395.0,266.0,,,,,,0.0464,0.0328,-0.9245,-0.6428,-1.2354,26,22.0,1766.0,Analyst,Computer Engineering,Chennai,Tamil Nadu,State Board,State Board
729448,350000.0,software engineer,Bangalore,f,1991-01-29,85.2,2008,73.2,2,Bachelor,76.36,Uttar Pradesh,2013,695,500,750,0.9837499665,635.0,,,,,,,0.8463,0.2124,-0.1437,-0.6147,0.8637,24,22.0,760.0,Software Engineer,Computer Engineering,Bangalore,Karnataka,CBSE,CBSE
730910,240000.0,electrical design engineer,-1,m,1990-12-11,81.0,2008,83.6,2,Bachelor,79.9,West Bengal,2013,555,580,470,0.6557669426,,,,,,366.0,,1.5644,1.3779,-0.1437,-1.5021,0.8637,25,23.0,943.0,Other,Computer Engineering,-1,,CBSE,CBSE
16400,650000.0,business analyst consultant,Hyderabad,m,1989-12-29,83.8,2006,75.2,2,Bachelor,66.61,Uttar Pradesh,2010,525,395,575,0.6944793277,365.0,366.0,,,,,,-1.1901,0.1888,-0.7794,1.1199,-1.3934,26,21.0,1856.0,Analyst,Computer Engineering,Hyderabad,Telangana,CBSE,CBSE
359057,345000.0,programmer analyst,chennai ,m,1990-05-31,89.4,2008,86.4,2,Bachelor,72.62,Uttar Pradesh,2012,485,445,595,0.2294817549,,266.0,,,,,,0.51,0.1498,0.2729,1.8249,0.1864,25,24.0,639.0,Analyst,Computer Engineering,Chennai,Tamil Nadu,CBSE,CBSE
1171209,400000.0,software engineer,Pune,f,1990-09-19,85.6,2009,84.4,2,Bachelor,71.8,Uttar Pradesh,2014,755,425,605,0.8998438435,544.0,,,,,,,-1.4517,-0.1206,-0.1437,-0.8682,-3.3518,25,25.0,305.0,Software Engineer,Computer Engineering,Pune,Maharashtra,CBSE,CBSE
995921,240000.0,software test engineer,Pune,m,1991-03-17,83.4,2009,80.4,2,Bachelor,74.5,Andhra Pradesh,2013,570,495,405,0.7833035367,,388.0,,,,,,-2.8879,-4.7826,-3.2176,-0.4879,-5.8428,24,23.0,424.0,Software Engineer,Computer Engineering,Pune,Maharashtra,ICSE,ICSE
283468,390000.0,assistant manager,New Delhi,m,1988-06-25,63.0,2006,56.0,2,Bachelor,61.4,Uttar Pradesh,2011,445,445,515,0.124502074,375.0,233.0,,,,393.0,,0.0464,-1.0905,1.6484,0.219,1.0395,27,26.0,151.0,Manager,Computer Engineering,Delhi,Delhi,CBSE,CBSE
341424,400000.0,project engineer,Pune,f,1991-06-01,76.0,2009,88.0,2,Bachelor,72.72,Maharashtra,2012,355,425,385,0.7040904121,465.0,,,,,,,1.2828,0.8128,0.5269,-0.40777,0.5419,24,21.0,,Hardware Engineer,Computer Science,Pune,Maharashtra,State Board,State Board
827738,325000.0,product development engineer,Noida,m,1991-09-27,92.6,2009,91.6,1,Bachelor,79.74,Delhi,2014,710,560,590,0.6493897148,475.0,356.0,,,,,,1.4208,1.2114,-0.2974,-1.6289,0.6721,24,23.0,517.0,Hardware Engineer,Computer Engineering,Noida,,CBSE,CBSE
215848,490000.0,test engineer,Mysore,m,1988-05-31,89.0,2006,75.0,2,Bachelor,76.6,Orissa,2011,545,445,625,0.3760595867,395.0,300.0,,,,340.0,,0.6646,-0.7473,-1.5051,1.1199,-0.1295,27,23.0,1521.0,Test Engineer,Computer Engineering,Mysore,,ICSE,State Board
1093595,310000.0,software engineer,Pune ,m,1991-10-21,80.33,2010,81.0,2,Bachelor,78.5,Madhya Pradesh,2014,385,595,440,0.8816200695,,420.0,,,,,,-0.0154,0.5454,1.2396,-0.1076,-0.2859,24,23.0,243.0,Software Engineer,Computer Engineering,Pune,Maharashtra,State Board,State Board
50240,550000.0,business consultant,Gurgaon,m,1987-12-21,52.0,2006,55.0,2,Bachelor,68.0,Rajasthan,2010,345,455,335,0.24545566,335.0,333.0,,,,,,-1.3447,-0.1232,0.2366,1.4724,0.1864,28,25.0,577.0,Other,Computer Engineering,Gurgaon,,CBSE,CBSE
592952,250000.0,system engineer,Mysore,f,1991-11-27,80.0,2009,90.0,2,Bachelor,79.0,Telangana,2013,465,410,530,0.8246664007,,400.0,,,,366.0,,0.7027,0.7119,-3.3713,0.2727,0.4805,24,23.0,92.0,System Engineer,Computer Engineering,Mysore,,CBSE,State Board
1279942,300000.0,quality analyst,Bangalore,m,1992-06-23,80.0,2009,80.6,2,Bachelor,71.9,Kerala,2014,420,545,495,0.8422483223,415.0,,469.0,,,,,1.2772,0.0459,0.9322,-1.6289,0.8637,23,22.0,212.0,Analyst,Computer Engineering,Bangalore,Karnataka,State Board,State Board
611458,350000.0,system engineer,Chandigarh,m,1991-01-08,66.0,2008,64.0,2,Bachelor,68.0,Uttar Pradesh,2013,590,630,780,0.2294817549,,266.0,,,,,,0.5591,0.8784,-0.7585,0.5262,-0.4776,24,22.0,516.0,System Engineer,Computer Engineering,Chandigarh,,CBSE,State Board
313765,300000.0,mechanical engineer,orissa,m,1989-06-19,79.66,2006,87.0,2,Bachelor,74.1,Andhra Pradesh,2010,525,475,505,0.3045109137,,,,340.0,,,,-0.881,-0.6693,-0.7068,0.06223,-0.1295,26,21.0,365.0,Hardware Engineer,Computer Engineering,Orissa,,SSC,State Board
629605,210000.0,application developer,Chennai,m,1992-02-14,89.39,2009,94.17,2,Bachelor,75.46,Tamil Nadu,2013,500,645,665,0.6618344758,515.0,,,,446.0,,,-0.7335,0.2124,0.01,-0.3612,0.2889,23,21.0,,Developer,Computer Engineering,Chennai,Tamil Nadu,State Board,State Board
940709,325000.0,programmer analyst,Hyderabad,f,1992-06-30,86.6,2010,88.5,2,Bachelor,67.17,Telangana,2014,465,510,520,,465.0,,,,,,,0.7027,0.3789,0.01,0.0192,-0.0943,23,23.0,59.0,Analyst,Computer Engineering,Hyderabad,Telangana,State Board,State Board
48796,680000.0,software engineer,Bangalore,m,1984-07-25,77.0,2002,66.0,2,Master,70.0,Madhya Pradesh,2009,335,355,295,0.7935806145,495.0,,,,,,,0.0464,0.5008,-0.0537,-0.4078,0.6603,31,26.0,1645.0,Software Engineer,Computer Science,Bangalore,Karnataka,State Board,State Board
123403,90000.0,network engineer,Pune,m,1989-02-18,66.8,2006,56.0,2,Bachelor,52.0,Maharashtra,2012,465,435,555,0.7935806145,495.0,,,,,,,-0.1082,0.6568,0.0914,-1.1128,-0.6035,26,24.0,395.0,System Engineer,Computer Engineering,Pune,Maharashtra,State Board,State Board
655464,390000.0,test engineer,-1,m,1990-11-02,81.6,2009,81.8,2,Bachelor,65.2,Rajasthan,2013,545,620,885,0.9795217443,625.0,,,,,,,0.99,1.3779,-0.1437,-0.8682,1.247,25,23.0,913.0,Test Engineer,Computer Engineering,-1,,CBSE,CBSE
42943,1000000.0,assistant manager,Vadodara,m,1988-05-03,86.0,2006,70.0,2,Bachelor,68.31,Gujarat,2010,375,365,465,0.7553751209,305.0,,,446.0,,,,0.9737,-1.5273,0.672,-0.0552,-1.2354,27,22.0,1947.0,Manager,Computer Engineering,Vadodara,Gujarat,State Board,State Board
373206,150000.0,executive engineer,Navi Mumbai,m,1991-02-22,74.67,2008,69.5,2,Master,69.0,Maharashtra,2015,545,545,435,,285.0,,,,,,,1.592,0.7348,0.4906,-0.9953,0.1864,24,21.0,90.0,Hardware Engineer,Other,Navi Mumbai,Maharashtra,SSC,State Board
1232472,220000.0,technical support engineer,Noida,m,1992-07-01,85.0,2009,72.0,2,Bachelor,69.8,Uttar Pradesh,2013,745,650,655,,445.0,,,,,,,1.7081,1.5444,0.9322,-2.2627,0.6721,23,21.0,,Administrator,Computer Engineering,Noida,,CBSE,CBSE
653947,220000.0,technical support specialist,Hyderabad,m,1990-07-24,73.2,2009,74.3,2,Bachelor,65.0,Karnataka,2013,475,495,415,0.7656735812,485.0,,,,,,,1.2772,0.7119,-0.4511,-1.2486,-0.0943,25,23.0,215.0,Administrator,Computer Engineering,Hyderabad,Telangana,CBSE,State Board
354675,300000.0,it technician,Bangalore,f,1990-08-30,78.0,2008,50.0,2,Bachelor,61.0,Karnataka,2012,375,425,315,0.3775514194,375.0,,,,,,,0.6646,0.8128,-0.344,0.4148,-0.406,25,22.0,792.0,Other,Computer Engineering,Bangalore,Karnataka,SSC,State Board
1188011,305000.0,programmer analyst,Pune,m,1991-09-17,68.5,2010,64.5,2,Bachelor,70.3,Tamil Nadu,2014,605,540,465,0.9538997751,445.0,,530.0,,,,,0.8463,0.5454,0.7785,-1.5021,-0.2859,24,24.0,274.0,Analyst,Computer Science,Pune,Maharashtra,State Board,State Board
1135489,140000.0,java developer,Hyderabad,m,1991-08-15,72.0,2008,70.0,2,Bachelor,70.0,Andhra Pradesh,2012,420,470,430,0.744758354,505.0,,438.0,,,,,1.9953,0.0459,-0.1437,0.5262,0.6721,24,23.0,609.0,Developer,Computer Engineering,Hyderabad,Telangana,State Board,State Board
877241,345000.0,design engineer,Pune,m,1992-05-10,95.54,2010,90.0,1,Bachelor,59.0,Maharashtra,2014,465,610,530,0.2557781937,355.0,,,,,,292.0,-1.0208,-0.6201,0.6248,1.1601,-0.2859,23,22.0,184.0,Other,Industrial Engineering,Pune,Maharashtra,State Board,State Board
481576,105000.0,web designer,Bangalore,f,1990-04-15,90.0,2008,88.2,2,Bachelor,69.0,Andhra Pradesh,2012,485,535,475,0.5632678237,425.0,,,,,,,-0.7264,-0.9033,-1.3599,-0.1727,-0.4455,25,23.0,485.0,Other,Computer Science,Bangalore,Karnataka,SSC,State Board
112780,240000.0,web designer,Hyderabad,f,1990-07-20,75.4,2007,75.6,2,Bachelor,80.7,Orissa,2011,625,515,535,0.6359787565,445.0,,,,,,,0.3555,1.1248,0.672,0.5323,1.4502,25,22.0,577.0,Other,Computer Science,Hyderabad,Telangana,CBSE,CBSE
356259,130000.0,data analyst,-1,m,1990-11-19,58.0,2008,64.0,2,Bachelor,62.0,Uttar Pradesh,2012,475,485,365,0.1048713599,275.0,,,,,,,0.3941,0.1888,1.2525,-0.349,-1.2354,25,22.0,396.0,Analyst,Computer Science,-1,,CBSE,State Board
1097036,100000.0,software developer,Chennai,f,1992-11-26,85.6,2010,79.9,2,Bachelor,78.0,Tamil Nadu,2014,350,460,345,0.1798739002,,,,,,,,-0.4463,-0.2871,0.3174,1.2869,-0.0943,23,22.0,578.0,Developer,Computer Engineering,Chennai,Tamil Nadu,State Board,State Board
274014,620000.0,software engineer,Bangalore,m,1990-08-01,88.5,2007,95.9,2,Bachelor,81.2,Andhra Pradesh,2011,475,505,605,0.9168699611,555.0,,,,,,,-0.1082,0.1888,0.5269,-0.5253,0.0284,25,21.0,1705.0,Software Engineer,Computer Science,Bangalore,Karnataka,State Board,State Board
305583,750000.0,graduate engineer trainee,Gurgaon,m,1989-07-06,92.4,2008,83.6,1,Master,80.0,Delhi,2014,665,475,655,0.9421165515,575.0,,,,,,,-0.7264,1.1248,-2.2308,-0.6428,0.8183,26,25.0,698.0,Hardware Engineer,Computer Science,Gurgaon,,CBSE,CBSE
1088670,265000.0,software developer,Bangalore,m,1990-04-28,78.0,2008,77.0,2,Bachelor,83.0,West Bengal,2013,710,590,605,0.1121394382,415.0,228.0,,,,,,-0.7335,1.3779,0.6248,0.2727,-0.6692,25,25.0,305.0,Developer,Computer Engineering,Bangalore,Karnataka,ICSE,CBSE
1048133,200000.0,controls engineer,Hyderabad,m,1992-07-22,78.5,2009,83.0,2,Bachelor,77.72,Telangana,2013,350,470,405,0.2073921697,355.0,260.0,,,,,,1.7081,0.7119,0.6248,-1.3753,0.6721,23,21.0,365.0,Hardware Engineer,Computer Engineering,Hyderabad,Telangana,State Board,State Board
1006756,315000.0,software engineer,Bangalore,m,1993-07-21,81.5,2010,82.3,2,Bachelor,77.0,Tamil Nadu,2014,405,495,585,,385.0,,,,,,,0.7027,0.0459,0.6248,-0.3612,-0.2859,22,21.0,243.0,Software Engineer,Computer Engineering,Bangalore,Karnataka,State Board,State Board
358346,460000.0,system engineer,Gurgaon,m,1990-10-31,87.0,2008,81.0,2,Bachelor,74.44,Haryana,2012,635,635,735,0.9168699611,555.0,,,,,,,0.3555,-0.7473,-0.4891,-0.9953,-0.8799,25,23.0,761.0,System Engineer,Computer Engineering,Gurgaon,,CBSE,CBSE
796597,400000.0,senior software developer,Pune,m,1990-05-13,67.0,2008,62.8,2,Bachelor,70.9,Madhya Pradesh,2012,605,570,515,0.6493897148,565.0,356.0,,,,,,-0.3027,1.2114,-0.1437,0.653,-0.0943,25,23.0,1004.0,Developer,Computer Engineering,Pune,Maharashtra,CBSE,CBSE
906332,135000.0,software test engineer,Noida,m,1988-03-17,55.3,2004,72.0,2,Bachelor,71.0,Uttar Pradesh,2014,520,545,705,0.9113952784,485.0,,500.0,,,,,0.4155,-0.6201,-0.4511,-0.995,-1.0524,27,26.0,184.0,Software Engineer,Computer Engineering,Noida,,State Board,State Board
878844,120000.0,java software engineer,Noida,m,1993-03-18,50.0,2010,57.0,2,Bachelor,65.06,Uttar Pradesh,2014,395,425,425,0.744758354,385.0,,438.0,,,,,0.4155,-0.6504,0.3034,0.653,-0.4392,22,21.0,214.0,Software Engineer,Computer Science,Noida,,CBSE,CBSE
